input,issues
"Drone log, vbat avg=22.49V (min=12.95V), amperage max=13.23A, rssi avg=89 (min=27), motor imbalance=385, gyro variability=3.794, acc variability=24.863, GPS sats min=2, GPS speed max=0.2 m/s, alt avg=131.0m, throttle avg=1474, failsafe phase=1, rx signal quality=0.68 → What issues occurred?",prop wash; rssi drop; motor desync; failsafe triggered
"Drone log, vbat avg=22.65V (min=22.56V), amperage max=5.15A, rssi avg=42 (min=42), motor imbalance=185, gyro variability=0.027, acc variability=0.051, GPS sats min=11, GPS speed max=16.51 m/s, alt avg=687.7m, throttle avg=1145, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=20.06V (min=17.14V), amperage max=21.49A, rssi avg=65 (min=55), motor imbalance=330, gyro variability=4.822, acc variability=37.561, GPS sats min=10, GPS speed max=21.52 m/s, alt avg=131.7m, throttle avg=1643, failsafe phase=0, rx signal quality=0.61 → What issues occurred?",prop wash; motor desync; failsafe triggered
"Drone log, vbat avg=22.96V (min=10.87V), amperage max=24.68A, rssi avg=95 (min=72), motor imbalance=237, gyro variability=1.351, acc variability=1.096, GPS sats min=8, GPS speed max=2.57 m/s, alt avg=95.7m, throttle avg=1067, failsafe phase=0, rx signal quality=0.97 → What issues occurred?",no issue
"Drone log, vbat avg=22.48V (min=22.36V), amperage max=4.12A, rssi avg=40 (min=40), motor imbalance=209, gyro variability=0.09, acc variability=0.146, GPS sats min=13, GPS speed max=18.66 m/s, alt avg=564.9m, throttle avg=1106, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=20.3V (min=19.13V), amperage max=11.59A, rssi avg=23 (min=63), motor imbalance=23, gyro variability=4.046, acc variability=13.514, GPS sats min=5, GPS speed max=18.28 m/s, alt avg=64.2m, throttle avg=1138, failsafe phase=0, rx signal quality=0.61 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=21.7V (min=21.56V), amperage max=5.4A, rssi avg=41 (min=39), motor imbalance=344, gyro variability=0.052, acc variability=0.11, GPS sats min=15, GPS speed max=21.39 m/s, alt avg=699.5m, throttle avg=1162, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=20.18V (min=20.78V), amperage max=21.47A, rssi avg=68 (min=80), motor imbalance=21, gyro variability=4.751, acc variability=6.574, GPS sats min=9, GPS speed max=24.06 m/s, alt avg=78.0m, throttle avg=1116, failsafe phase=1, rx signal quality=0.38 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=22.29V (min=17.95V), amperage max=19.87A, rssi avg=88 (min=50), motor imbalance=208, gyro variability=1.244, acc variability=25.77, GPS sats min=0, GPS speed max=11.59 m/s, alt avg=89.4m, throttle avg=1180, failsafe phase=0, rx signal quality=0.76 → What issues occurred?",failsafe triggered; gps loss
"Drone log, vbat avg=21.79V (min=21.67V), amperage max=7.37A, rssi avg=35 (min=34), motor imbalance=507, gyro variability=0.125, acc variability=0.267, GPS sats min=14, GPS speed max=20.7 m/s, alt avg=573.2m, throttle avg=1191, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.23V (min=15.53V), amperage max=24.56A, rssi avg=20 (min=24), motor imbalance=355, gyro variability=1.953, acc variability=33.185, GPS sats min=14, GPS speed max=3.16 m/s, alt avg=129.8m, throttle avg=1678, failsafe phase=1, rx signal quality=0.39 → What issues occurred?",prop wash; rssi drop; failsafe triggered
"Drone log, vbat avg=21.57V (min=21.48V), amperage max=6.25A, rssi avg=32 (min=31), motor imbalance=510, gyro variability=0.452, acc variability=0.344, GPS sats min=16, GPS speed max=21.09 m/s, alt avg=639.9m, throttle avg=1155, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=20.56V (min=20.47V), amperage max=9.42A, rssi avg=30 (min=36), motor imbalance=323, gyro variability=1.519, acc variability=23.759, GPS sats min=0, GPS speed max=4.46 m/s, alt avg=68.8m, throttle avg=1479, failsafe phase=1, rx signal quality=0.65 → What issues occurred?",prop wash; failsafe triggered; gps loss
"Drone log, vbat avg=22.96V (min=10.53V), amperage max=18.26A, rssi avg=43 (min=93), motor imbalance=202, gyro variability=2.735, acc variability=20.151, GPS sats min=0, GPS speed max=10.26 m/s, alt avg=60.0m, throttle avg=1002, failsafe phase=1, rx signal quality=0.04 → What issues occurred?",failsafe triggered; gps loss
"Drone log, vbat avg=22.05V (min=21.96V), amperage max=5.15A, rssi avg=31 (min=30), motor imbalance=201, gyro variability=0.024, acc variability=0.049, GPS sats min=14, GPS speed max=16.68 m/s, alt avg=601.8m, throttle avg=1154, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=17.2V (min=17.13V), amperage max=3.8A, rssi avg=48 (min=48), motor imbalance=440, gyro variability=0.171, acc variability=0.08, GPS sats min=15, GPS speed max=8.33 m/s, alt avg=532.8m, throttle avg=1156, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.14V (min=22.02V), amperage max=5.6A, rssi avg=35 (min=34), motor imbalance=335, gyro variability=0.223, acc variability=0.077, GPS sats min=14, GPS speed max=18.99 m/s, alt avg=753.9m, throttle avg=1154, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.68V (min=21.53V), amperage max=6.85A, rssi avg=55 (min=55), motor imbalance=305, gyro variability=0.047, acc variability=0.118, GPS sats min=13, GPS speed max=17.89 m/s, alt avg=539.8m, throttle avg=1197, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.32V (min=21.19V), amperage max=5.5A, rssi avg=46 (min=44), motor imbalance=331, gyro variability=0.061, acc variability=0.065, GPS sats min=16, GPS speed max=14.55 m/s, alt avg=443.9m, throttle avg=1160, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.77V (min=21.68V), amperage max=5.12A, rssi avg=48 (min=48), motor imbalance=249, gyro variability=0.06, acc variability=0.08, GPS sats min=14, GPS speed max=19.41 m/s, alt avg=565.9m, throttle avg=1157, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.96V (min=19.98V), amperage max=6.8A, rssi avg=82 (min=42), motor imbalance=322, gyro variability=4.664, acc variability=26.372, GPS sats min=2, GPS speed max=19.87 m/s, alt avg=142.6m, throttle avg=1047, failsafe phase=0, rx signal quality=0.57 → What issues occurred?",motor desync; failsafe triggered
"Drone log, vbat avg=23.9V (min=19.37V), amperage max=14.89A, rssi avg=66 (min=65), motor imbalance=197, gyro variability=1.666, acc variability=29.156, GPS sats min=4, GPS speed max=6.36 m/s, alt avg=82.6m, throttle avg=1590, failsafe phase=1, rx signal quality=0.1 → What issues occurred?",prop wash; failsafe triggered
"Drone log, vbat avg=20.92V (min=11.75V), amperage max=23.88A, rssi avg=85 (min=28), motor imbalance=370, gyro variability=1.771, acc variability=11.256, GPS sats min=8, GPS speed max=5.27 m/s, alt avg=72.7m, throttle avg=1378, failsafe phase=0, rx signal quality=0.66 → What issues occurred?",rssi drop; failsafe triggered
"Drone log, vbat avg=23.2V (min=22.94V), amperage max=5.35A, rssi avg=30 (min=30), motor imbalance=237, gyro variability=0.068, acc variability=0.088, GPS sats min=8, GPS speed max=11.4 m/s, alt avg=700.3m, throttle avg=1140, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=23.44V (min=23.37V), amperage max=5.67A, rssi avg=47 (min=47), motor imbalance=201, gyro variability=0.152, acc variability=0.086, GPS sats min=8, GPS speed max=13.81 m/s, alt avg=675.0m, throttle avg=1151, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.29V (min=22.18V), amperage max=6.12A, rssi avg=45 (min=45), motor imbalance=395, gyro variability=0.291, acc variability=0.138, GPS sats min=13, GPS speed max=16.53 m/s, alt avg=599.7m, throttle avg=1159, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.54V (min=22.41V), amperage max=5.32A, rssi avg=38 (min=38), motor imbalance=304, gyro variability=0.076, acc variability=0.124, GPS sats min=13, GPS speed max=6.75 m/s, alt avg=606.9m, throttle avg=1142, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.5V (min=21.41V), amperage max=5.07A, rssi avg=36 (min=36), motor imbalance=227, gyro variability=0.048, acc variability=0.079, GPS sats min=16, GPS speed max=20.91 m/s, alt avg=460.9m, throttle avg=1154, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.41V (min=21.33V), amperage max=4.62A, rssi avg=47 (min=45), motor imbalance=385, gyro variability=0.096, acc variability=0.112, GPS sats min=16, GPS speed max=16.59 m/s, alt avg=470.1m, throttle avg=1132, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=22.28V (min=10.95V), amperage max=12.01A, rssi avg=47 (min=22), motor imbalance=255, gyro variability=3.199, acc variability=35.311, GPS sats min=1, GPS speed max=3.69 m/s, alt avg=149.1m, throttle avg=1546, failsafe phase=0, rx signal quality=0.61 → What issues occurred?",prop wash; rssi drop; motor desync; failsafe triggered
"Drone log, vbat avg=20.83V (min=14.14V), amperage max=8.12A, rssi avg=59 (min=21), motor imbalance=9, gyro variability=2.971, acc variability=23.249, GPS sats min=4, GPS speed max=24.34 m/s, alt avg=74.1m, throttle avg=1442, failsafe phase=1, rx signal quality=0.58 → What issues occurred?",rssi drop; failsafe triggered
"Drone log, vbat avg=22.9V (min=22.77V), amperage max=5.92A, rssi avg=36 (min=35), motor imbalance=168, gyro variability=0.043, acc variability=0.166, GPS sats min=9, GPS speed max=22.74 m/s, alt avg=780.0m, throttle avg=1171, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.48V (min=21.38V), amperage max=3.95A, rssi avg=59 (min=57), motor imbalance=395, gyro variability=0.056, acc variability=0.143, GPS sats min=16, GPS speed max=14.44 m/s, alt avg=478.2m, throttle avg=1104, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=20.96V (min=8.7V), amperage max=8.04A, rssi avg=47 (min=60), motor imbalance=187, gyro variability=0.37, acc variability=27.526, GPS sats min=11, GPS speed max=3.63 m/s, alt avg=133.7m, throttle avg=1682, failsafe phase=0, rx signal quality=0.11 → What issues occurred?",battery sag; failsafe triggered
"Drone log, vbat avg=21.94V (min=15.86V), amperage max=21.15A, rssi avg=79 (min=49), motor imbalance=121, gyro variability=1.705, acc variability=22.052, GPS sats min=4, GPS speed max=5.13 m/s, alt avg=89.3m, throttle avg=1156, failsafe phase=1, rx signal quality=0.36 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=23.67V (min=23.5V), amperage max=5.7A, rssi avg=35 (min=34), motor imbalance=260, gyro variability=0.04, acc variability=0.134, GPS sats min=8, GPS speed max=13.71 m/s, alt avg=669.8m, throttle avg=1142, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=20.74V (min=8.61V), amperage max=14.44A, rssi avg=36 (min=53), motor imbalance=209, gyro variability=0.692, acc variability=3.555, GPS sats min=13, GPS speed max=24.71 m/s, alt avg=75.5m, throttle avg=1393, failsafe phase=1, rx signal quality=0.96 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=21.34V (min=15.55V), amperage max=8.94A, rssi avg=30 (min=58), motor imbalance=354, gyro variability=0.531, acc variability=20.405, GPS sats min=10, GPS speed max=15.59 m/s, alt avg=85.5m, throttle avg=1742, failsafe phase=0, rx signal quality=0.18 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=21.14V (min=22.69V), amperage max=12.86A, rssi avg=67 (min=55), motor imbalance=142, gyro variability=2.867, acc variability=11.304, GPS sats min=6, GPS speed max=24.98 m/s, alt avg=82.9m, throttle avg=1657, failsafe phase=1, rx signal quality=0.35 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=22.83V (min=22.63V), amperage max=6.75A, rssi avg=32 (min=32), motor imbalance=504, gyro variability=0.141, acc variability=0.141, GPS sats min=9, GPS speed max=22.91 m/s, alt avg=742.3m, throttle avg=1172, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.33V (min=14.32V), amperage max=18.52A, rssi avg=62 (min=26), motor imbalance=110, gyro variability=4.215, acc variability=9.267, GPS sats min=5, GPS speed max=19.2 m/s, alt avg=51.2m, throttle avg=1653, failsafe phase=0, rx signal quality=0.3 → What issues occurred?",rssi drop; failsafe triggered
"Drone log, vbat avg=23.34V (min=13.04V), amperage max=12.86A, rssi avg=25 (min=84), motor imbalance=324, gyro variability=3.183, acc variability=25.959, GPS sats min=5, GPS speed max=7.79 m/s, alt avg=51.9m, throttle avg=1491, failsafe phase=0, rx signal quality=0.86 → What issues occurred?",prop wash; motor desync
"Drone log, vbat avg=23.79V (min=23.69V), amperage max=4.97A, rssi avg=47 (min=46), motor imbalance=232, gyro variability=0.21, acc variability=0.09, GPS sats min=8, GPS speed max=15.6 m/s, alt avg=633.9m, throttle avg=1136, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.55V (min=14.09V), amperage max=22.57A, rssi avg=89 (min=73), motor imbalance=328, gyro variability=0.815, acc variability=30.227, GPS sats min=12, GPS speed max=6.22 m/s, alt avg=63.2m, throttle avg=1391, failsafe phase=0, rx signal quality=0.82 → What issues occurred?",no issue
"Drone log, vbat avg=20.16V (min=11.42V), amperage max=11.28A, rssi avg=99 (min=29), motor imbalance=149, gyro variability=0.175, acc variability=28.284, GPS sats min=5, GPS speed max=5.92 m/s, alt avg=100.1m, throttle avg=1665, failsafe phase=0, rx signal quality=0.72 → What issues occurred?",rssi drop; failsafe triggered
"Drone log, vbat avg=22.88V (min=19.17V), amperage max=20.06A, rssi avg=61 (min=72), motor imbalance=328, gyro variability=3.495, acc variability=2.41, GPS sats min=9, GPS speed max=3.17 m/s, alt avg=145.0m, throttle avg=1064, failsafe phase=1, rx signal quality=0.69 → What issues occurred?",motor desync; failsafe triggered
"Drone log, vbat avg=23.56V (min=8.84V), amperage max=5.46A, rssi avg=78 (min=28), motor imbalance=168, gyro variability=4.705, acc variability=29.586, GPS sats min=13, GPS speed max=15.08 m/s, alt avg=140.4m, throttle avg=1376, failsafe phase=0, rx signal quality=0.96 → What issues occurred?",rssi drop
"Drone log, vbat avg=20.12V (min=15.15V), amperage max=12.94A, rssi avg=34 (min=63), motor imbalance=183, gyro variability=4.185, acc variability=10.779, GPS sats min=2, GPS speed max=7.44 m/s, alt avg=122.7m, throttle avg=1717, failsafe phase=1, rx signal quality=0.55 → What issues occurred?",failsafe triggered
"Drone log, vbat avg=22.22V (min=15.46V), amperage max=21.73A, rssi avg=84 (min=91), motor imbalance=245, gyro variability=3.689, acc variability=0.984, GPS sats min=3, GPS speed max=21.58 m/s, alt avg=60.3m, throttle avg=1740, failsafe phase=0, rx signal quality=0.99 → What issues occurred?",no issue
"Drone log, vbat avg=22.41V (min=22.31V), amperage max=5.82A, rssi avg=51 (min=51), motor imbalance=312, gyro variability=0.155, acc variability=0.141, GPS sats min=13, GPS speed max=11.19 m/s, alt avg=663.5m, throttle avg=1161, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=21.5V (min=21.16V), amperage max=4.95A, rssi avg=26 (min=26), motor imbalance=257, gyro variability=0.073, acc variability=0.071, GPS sats min=16, GPS speed max=15.02 m/s, alt avg=575.1m, throttle avg=1150, failsafe phase=0, rx signal quality=1.0 → What issues occurred?",no issue
"Drone log, vbat avg=23.76V (min=18.51V), amperage max=9.89A, rssi avg=24 (min=34), motor imbalance=300, gyro variability=3.079, acc variability=0.164, GPS sats min=0, GPS speed max=13.46 m/s, alt avg=67.1m, throttle avg=1245, failsafe phase=1, rx signal quality=0.43 → What issues occurred?",motor desync; failsafe triggered; gps loss
"Drone log, vbat avg=22.64V (min=10.73V), amperage max=23.22A, rssi avg=95 (min=12), motor imbalance=102, gyro variability=2.596, acc variability=24.632, GPS sats min=13, GPS speed max=19.58 m/s, alt avg=119.8m, throttle avg=1611, failsafe phase=1, rx signal quality=0.87 → What issues occurred?",rssi drop; failsafe triggered
